Year,Sex,Age,Estimate
2016,Both,68,64019
2016,Male,68,30916
2016,Female,68,33103
2017,Both,68,61432
2017,Male,68,29691
2017,Female,68,31741
2018,Both,68,59481
2018,Male,68,28748
2018,Female,68,30733
1981,Both,69,47527
1981,Male,69,20436
1981,Female,69,27091
1982,Both,69,47598
1982,Male,69,20504
1982,Female,69,27094
1983,Both,69,47677
1983,Male,69,20241
1983,Female,69,27436
1984,Both,69,46910
1984,Male,69,19904
1984,Female,69,27006
1985,Both,69,43025
1985,Male,69,18298
1985,Female,69,24727
1986,Both,69,39903
1986,Male,69,17132
1986,Female,69,22771
1987,Both,69,36691
1987,Male,69,15581
1987,Female,69,21110
1988,Both,69,37416
1988,Male,69,15853
1988,Female,69,21563
1989,Both,69,52899
1989,Male,69,22759
1989,Female,69,30140
1990,Both,69,49650
1990,Male,69,21454
1990,Female,69,28196
1991,Both,69,48726
1991,Male,69,21492
1991,Female,69,27234
1992,Both,69,45698
1992,Male,69,20044
1992,Female,69,25654
1993,Both,69,46091
1993,Male,69,20445
1993,Female,69,25646
1994,Both,69,45682
1994,Male,69,20282
1994,Female,69,25400
1995,Both,69,46757
1995,Male,69,20932
1995,Female,69,25825
1996,Both,69,45219
1996,Male,69,20118
1996,Female,69,25101
1997,Both,69,44569
1997,Male,69,19924
1997,Female,69,24645
1998,Both,69,45825
1998,Male,69,20510
1998,Female,69,25315
1999,Both,69,46120
1999,Male,69,20522
1999,Female,69,25598
2000,Both,69,46233
2000,Male,69,20755
2000,Female,69,25478
2001,Both,69,46412
2001,Male,69,20832
2001,Female,69,25580
2002,Both,69,44905
2002,Male,69,20433
2002,Female,69,24472
2003,Both,69,45442
2003,Male,69,20714
2003,Female,69,24728
2004,Both,69,46469
2004,Male,69,21288
2004,Female,69,25181
2005,Both,69,46875
2005,Male,69,21546
2005,Female,69,25329
2006,Both,69,46951
2006,Male,69,21557
2006,Female,69,25394
2007,Both,69,47792
2007,Male,69,22259
2007,Female,69,25533
2008,Both,69,47864
2008,Male,69,22349
2008,Female,69,25515
2009,Both,69,47726
2009,Male,69,22167
2009,Female,69,25559
2010,Both,69,45723
2010,Male,69,21194
2010,Female,69,24529
2011,Both,69,48282
2011,Male,69,22559
2011,Female,69,25723
2012,Both,69,51407
2012,Male,69,24119
2012,Female,69,27288
2013,Both,69,52402
2013,Male,69,25112
2013,Female,69,27290
2014,Both,69,50633
2014,Male,69,24026
2014,Female,69,26607
2015,Both,69,52811
2015,Male,69,25421
2015,Female,69,27390
2016,Both,69,69027
2016,Male,69,33121
2016,Female,69,35906
2017,Both,69,62965
2017,Male,69,30284
2017,Female,69,32681
2018,Both,69,60429
2018,Male,69,29090
2018,Female,69,31339
1981,Both,70,45879
1981,Male,70,19297
1981,Female,70,26582
1982,Both,70,45628
1982,Male,70,19381
1982,Female,70,26247
1983,Both,70,45800
1983,Male,70,19484
1983,Female,70,26316
1984,Both,70,45916
1984,Male,70,19249
1984,Female,70,26667
1985,Both,70,45150
1985,Male,70,18917
1985,Female,70,26233
1986,Both,70,41390
1986,Male,70,17396
1986,Female,70,23994
1987,Both,70,38529
1987,Male,70,16394
1987,Female,70,22135
1988,Both,70,35449
1988,Male,70,14877
1988,Female,70,20572
1989,Both,70,36234
1989,Male,70,15179
1989,Female,70,21055
1990,Both,70,51042
1990,Male,70,21710
1990,Female,70,29332
1991,Both,70,48069
1991,Male,70,20567
1991,Female,70,27502
1992,Both,70,47036
1992,Male,70,20520
1992,Female,70,26516
1993,Both,70,44126
1993,Male,70,19142
1993,Female,70,24984
1994,Both,70,44584
1994,Male,70,19598
1994,Female,70,24986
1995,Both,70,44240
1995,Male,70,19437
1995,Female,70,24803
1996,Both,70,45263
1996,Male,70,20036
1996,Female,70,25227
1997,Both,70,43800
1997,Male,70,19298
1997,Female,70,24502
1998,Both,70,43225
1998,Male,70,19187
1998,Female,70,24038
1999,Both,70,44532
1999,Male,70,19765
1999,Female,70,24767
2000,Both,70,44859
2000,Male,70,19787
2000,Female,70,25072
2001,Both,70,45084
2001,Male,70,20080
2001,Female,70,25004
2002,Both,70,45276
2002,Male,70,20189
2002,Female,70,25087
2003,Both,70,43875
2003,Male,70,19836
2003,Female,70,24039
2004,Both,70,44402
2004,Male,70,20081
2004,Female,70,24321
2005,Both,70,45503
2005,Male,70,20740
2005,Female,70,24763
2006,Both,70,45833
2006,Male,70,20962
2006,Female,70,24871
2007,Both,70,46001
2007,Male,70,21005
2007,Female,70,24996
2008,Both,70,46780
2008,Male,70,21718
2008,Female,70,25062
2009,Both,70,46840
2009,Male,70,21726
2009,Female,70,25114
2010,Both,70,46767
2010,Male,70,21646
2010,Female,70,25121
2011,Both,70,44833
2011,Male,70,20669
2011,Female,70,24164
2012,Both,70,47287
2012,Male,70,21992
2012,Female,70,25295
2013,Both,70,50415
2013,Male,70,23567
2013,Female,70,26848
2014,Both,70,51451
2014,Male,70,24562
2014,Female,70,26889
2015,Both,70,49594
2015,Male,70,23449
2015,Female,70,26145
2016,Both,70,51771
2016,Male,70,24797
2016,Female,70,26974
2017,Both,70,67803
2017,Male,70,32423
2017,Female,70,35380
2018,Both,70,61782
2018,Male,70,29649
2018,Female,70,32133
1981,Both,71,44713
1981,Male,71,18446
1981,Female,71,26267
1982,Both,71,43955
1982,Male,71,18215
1982,Female,71,25740
1983,Both,71,43712
1983,Male,71,18294
1983,Female,71,25418
1984,Both,71,43998
1984,Male,71,18476
1984,Female,71,25522
1985,Both,71,44047
1985,Male,71,18214
1985,Female,71,25833
1986,Both,71,43287
1986,Male,71,17906
1986,Female,71,25381
1987,Both,71,39808
1987,Male,71,16518
1987,Female,71,23290
1988,Both,71,37114
1988,Male,71,15612
1988,Female,71,21502
1989,Both,71,34259
1989,Male,71,14201
1989,Female,71,20058
1990,Both,71,34952
1990,Male,71,14453
1990,Female,71,20499
1991,Both,71,49233
1991,Male,71,20673
1991,Female,71,28560
1992,Both,71,46314
1992,Male,71,19601
1992,Female,71,26713
1993,Both,71,45354
1993,Male,71,19559
1993,Female,71,25795
1994,Both,71,42518
1994,Male,71,18247
1994,Female,71,24271
1995,Both,71,43096
1995,Male,71,18768
1995,Female,71,24328
1996,Both,71,42620
1996,Male,71,18540
1996,Female,71,24080
1997,Both,71,43796
1997,Male,71,19192
1997,Female,71,24604
1998,Both,71,42362
1998,Male,71,18517
1998,Female,71,23845
1999,Both,71,41807
1999,Male,71,18391
1999,Female,71,23416
2000,Both,71,43208
2000,Male,71,19029
2000,Female,71,24179
2001,Both,71,43650
2001,Male,71,19104
2001,Female,71,24546
2002,Both,71,43878
2002,Male,71,19385
2002,Female,71,24493
2003,Both,71,44123
2003,Male,71,19549
2003,Female,71,24574
2004,Both,71,42699
2004,Male,71,19204
2004,Female,71,23495
2005,Both,71,43260
2005,Male,71,19448
2005,Female,71,23812
2006,Both,71,44399
2006,Male,71,20109
2006,Female,71,24290
2007,Both,71,44769
2007,Male,71,20329
2007,Female,71,24440
2008,Both,71,44946
2008,Male,71,20385
2008,Female,71,24561
2009,Both,71,45818
2009,Male,71,21170
2009,Female,71,24648
2010,Both,71,45812
2010,Male,71,21160
2010,Female,71,24652
2011,Both,71,45742
2011,Male,71,21051
2011,Female,71,24691
2012,Both,71,43866
2012,Male,71,20137
2012,Female,71,23729
2013,Both,71,46195
2013,Male,71,21384
2013,Female,71,24811
2014,Both,71,49318
2014,Male,71,22965
2014,Female,71,26353
2015,Both,71,50402
2015,Male,71,23965
2015,Female,71,26437
2016,Both,71,48550
2016,Male,71,22863
2016,Female,71,25687
2017,Both,71,50692
2017,Male,71,24213
2017,Female,71,26479
2018,Both,71,66483
2018,Male,71,31649
2018,Female,71,34834
1981,Both,72,42957
1981,Male,72,17453
1981,Female,72,25504
1982,Both,72,42615
1982,Male,72,17289
1982,Female,72,25326
1983,Both,72,41963
1983,Male,72,17117
1983,Female,72,24846
1984,Both,72,41767
1984,Male,72,17224
1984,Female,72,24543
1985,Both,72,42051
1985,Male,72,17368
1985,Female,72,24683
1986,Both,72,42055
1986,Male,72,17136
1986,Female,72,24919
1987,Both,72,41493
1987,Male,72,16949
1987,Female,72,24544
1988,Both,72,38194
1988,Male,72,15596
1988,Female,72,22598
1989,Both,72,35713
1989,Male,72,14836
1989,Female,72,20877
1990,Both,72,32887
1990,Male,72,13434
1990,Female,72,19453
1991,Both,72,33511
1991,Male,72,13693
1991,Female,72,19818
1992,Both,72,47272
1992,Male,72,19606
1992,Female,72,27666
1993,Both,72,44596
1993,Male,72,18653
1993,Female,72,25943
1994,Both,72,43566
1994,Male,72,18549
1994,Female,72,25017
1995,Both,72,40858
1995,Male,72,17343
1995,Female,72,23515
1996,Both,72,41535
1996,Male,72,17821
1996,Female,72,23714
1997,Both,72,41067
1997,Male,72,17673
1997,Female,72,23394
1998,Both,72,42286
1998,Male,72,18298
1998,Female,72,23988
1999,Both,72,40798
1999,Male,72,17665
1999,Female,72,23133
2000,Both,72,40360
2000,Male,72,17598
2000,Female,72,22762
2001,Both,72,41872
2001,Male,72,18246
2001,Female,72,23626
2002,Both,72,42319
2002,Male,72,18368
2002,Female,72,23951
2003,Both,72,42542
2003,Male,72,18649
2003,Female,72,23893
2004,Both,72,42828
2004,Male,72,18845
2004,Female,72,23983
2005,Both,72,41526
2005,Male,72,18532
2005,Female,72,22994
2006,Both,72,42032
2006,Male,72,18781
2006,Female,72,23251
2007,Both,72,43222
2007,Male,72,19487
2007,Female,72,23735
2008,Both,72,43627
2008,Male,72,19677
2008,Female,72,23950
2009,Both,72,43803
2009,Male,72,19771
2009,Female,72,24032
2010,Both,72,44700
2010,Male,72,20553
2010,Female,72,24147
2011,Both,72,44742
2011,Male,72,20558
2011,Female,72,24184
2012,Both,72,44578
2012,Male,72,20414
2012,Female,72,24164
2013,Both,72,42714
2013,Male,72,19514
2013,Female,72,23200
2014,Both,72,45082
2014,Male,72,20726
2014,Female,72,24356
2015,Both,72,48067
2015,Male,72,22259
2015,Female,72,25808
2016,Both,72,49278
2016,Male,72,23308
2016,Female,72,25970
2017,Both,72,47498
2017,Male,72,22279
2017,Female,72,25219
2018,Both,72,49554
2018,Male,72,23530
2018,Female,72,26024
1981,Both,73,40632
1981,Male,73,16190
1981,Female,73,24442
1982,Both,73,40713
1982,Male,73,16254
1982,Female,73,24459
1983,Both,73,40488
1983,Male,73,16154
1983,Female,73,24334
1984,Both,73,39976
1984,Male,73,16042
1984,Female,73,23934
1985,Both,73,39715
1985,Male,73,16085
1985,Female,73,23630
1986,Both,73,40016
1986,Male,73,16284
1986,Female,73,23732
1987,Both,73,40143
1987,Male,73,16094
1987,Female,73,24049
1988,Both,73,39609
1988,Male,73,15955
1988,Female,73,23654
1989,Both,73,36633
1989,Male,73,14737
1989,Female,73,21896
1990,Both,73,34059
1990,Male,73,13953
1990,Female,73,20106
1991,Both,73,31478
1991,Male,73,12701
1991,Female,73,18777
1992,Both,73,32072
1992,Male,73,12913
1992,Female,73,19159
1993,Both,73,45244
1993,Male,73,18495
1993,Female,73,26749
1994,Both,73,42816
1994,Male,73,17669
1994,Female,73,25147
1995,Both,73,41757
1995,Male,73,17522
1995,Female,73,24235
1996,Both,73,39205
1996,Male,73,16414
1996,Female,73,22791
1997,Both,73,39886
1997,Male,73,16844
1997,Female,73,23042
1998,Both,73,39582
1998,Male,73,16839
1998,Female,73,22743
1999,Both,73,40642
1999,Male,73,17380
1999,Female,73,23262
2000,Both,73,39224
2000,Male,73,16814
2000,Female,73,22410
2001,Both,73,38904
2001,Male,73,16801
2001,Female,73,22103
2002,Both,73,40404
2002,Male,73,17444
2002,Female,73,22960
2003,Both,73,40857
2003,Male,73,17594
2003,Female,73,23263
2004,Both,73,41198
2004,Male,73,17962
2004,Female,73,23236
2005,Both,73,41562
2005,Male,73,18155
2005,Female,73,23407
2006,Both,73,40315
2006,Male,73,17856
2006,Female,73,22459
2007,Both,73,40840
2007,Male,73,18143
2007,Female,73,22697
2008,Both,73,42010
2008,Male,73,18792
2008,Female,73,23218
2009,Both,73,42453
2009,Male,73,19039
2009,Female,73,23414
2010,Both,73,42597
2010,Male,73,19100
2010,Female,73,23497
2011,Both,73,43605
2011,Male,73,19950
2011,Female,73,23655
2012,Both,73,43531
2012,Male,73,19861
2012,Female,73,23670
2013,Both,73,43353
2013,Male,73,19729
2013,Female,73,23624
2014,Both,73,41612
2014,Male,73,18881
2014,Female,73,22731
2015,Both,73,43865
2015,Male,73,20048
2015,Female,73,23817
2016,Both,73,46793
2016,Male,73,21528
2016,Female,73,25265
2017,Both,73,48083
2017,Male,73,22640
2017,Female,73,25443
2018,Both,73,46406
2018,Male,73,21656
2018,Female,73,24750
1981,Both,74,37213
1981,Male,74,14575
1981,Female,74,22638
1982,Both,74,38424
1982,Male,74,15013
1982,Female,74,23411
1983,Both,74,38513
1983,Male,74,15088
1983,Female,74,23425
1984,Both,74,38431
1984,Male,74,15042
1984,Female,74,23389
1985,Both,74,37872
1985,Male,74,14914
1985,Female,74,22958
1986,Both,74,37600
1986,Male,74,14972
1986,Female,74,22628
1987,Both,74,38025
1987,Male,74,15189
1987,Female,74,22836
1988,Both,74,38173
1988,Male,74,15053
1988,Female,74,23120
1989,Both,74,37760
1989,Male,74,14969
1989,Female,74,22791
1990,Both,74,34877
1990,Male,74,13785
1990,Female,74,21092
1991,Both,74,32422
1991,Male,74,13068
1991,Female,74,19354
1992,Both,74,30036
1992,Male,74,11955
1992,Female,74,18081
1993,Both,74,30569
1993,Male,74,12096
1993,Female,74,18473
1994,Both,74,43176
1994,Male,74,17391
1994,Female,74,25785
1995,Both,74,40970
1995,Male,74,16687
1995,Female,74,24283
1996,Both,74,39905
1996,Male,74,16515
1996,Female,74,23390
1997,Both,74,37497
1997,Male,74,15463
1997,Female,74,22034
1998,Both,74,38264
1998,Male,74,15936
1998,Female,74,22328
1999,Both,74,37932
1999,Male,74,15939
1999,Female,74,21993
2000,Both,74,38923
2000,Male,74,16428
2000,Female,74,22495
2001,Both,74,37668
2001,Male,74,16009
2001,Female,74,21659
2002,Both,74,37334
2002,Male,74,15945
2002,Female,74,21389
2003,Both,74,38818
2003,Male,74,16592
2003,Female,74,22226
2004,Both,74,39365
2004,Male,74,16774
2004,Female,74,22591
2005,Both,74,39712
2005,Male,74,17179
2005,Female,74,22533
2006,Both,74,40195
2006,Male,74,17474
2006,Female,74,22721
2007,Both,74,39038
2007,Male,74,17208
2007,Female,74,21830
2008,Both,74,39534
2008,Male,74,17470
2008,Female,74,22064
2009,Both,74,40745
2009,Male,74,18100
2009,Female,74,22645
2010,Both,74,41216
2010,Male,74,18375
2010,Female,74,22841
2011,Both,74,41445
2011,Male,74,18436
2011,Female,74,23009
2012,Both,74,42281
2012,Male,74,19225
2012,Female,74,23056
2013,Both,74,42243
2013,Male,74,19198
2013,Female,74,23045
2014,Both,74,42172
2014,Male,74,19053
2014,Female,74,23119
2015,Both,74,40398
2015,Male,74,18201
2015,Female,74,22197
2016,Both,74,42627
2016,Male,74,19373
2016,Female,74,23254
2017,Both,74,45454
2017,Male,74,20798
2017,Female,74,24656
2018,Both,74,46740
2018,Male,74,21871
2018,Female,74,24869
1981,Both,75,35356
1981,Male,75,13257
1981,Female,75,22099
1982,Both,75,34988
1982,Male,75,13388
1982,Female,75,21600
1983,Both,75,36170
1983,Male,75,13822
1983,Female,75,22348
1984,Both,75,36336
1984,Male,75,13918
1984,Female,75,22418
1985,Both,75,36291
1985,Male,75,13918
1985,Female,75,22373
1986,Both,75,35639
1986,Male,75,13749
1986,Female,75,21890
1987,Both,75,35586
1987,Male,75,13914
1987,Female,75,21672
1988,Both,75,35989
1988,Male,75,14119
1988,Female,75,21870
1989,Both,75,36248
1989,Male,75,14025
1989,Female,75,22223
1990,Both,75,35732
1990,Male,75,13899
1990,Female,75,21833
1991,Both,75,33176
1991,Male,75,12853
1991,Female,75,20323
1992,Both,75,30616
1992,Male,75,12099
1992,Female,75,18517
1993,Both,75,28382
1993,Male,75,11061
1993,Female,75,17321
1994,Both,75,29015
1994,Male,75,11250
1994,Female,75,17765
1995,Both,75,41132
1995,Male,75,16355
1995,Female,75,24777
1996,Both,75,39016
1996,Male,75,15684
1996,Female,75,23332
1997,Both,75,38022
1997,Male,75,15531
1997,Female,75,22491
1998,Both,75,35717
1998,Male,75,14511
1998,Female,75,21206
1999,Both,75,36565
1999,Male,75,15018
1999,Female,75,21547
2000,Both,75,36271
2000,Male,75,15033
2000,Female,75,21238
2001,Both,75,37362
2001,Male,75,15621
2001,Female,75,21741
2002,Both,75,36074
2002,Male,75,15152
2002,Female,75,20922
2003,Both,75,35753
2003,Male,75,15066
2003,Female,75,20687
2004,Both,75,37316
2004,Male,75,15784
2004,Female,75,21532
2005,Both,75,37821
2005,Male,75,15951
2005,Female,75,21870
2006,Both,75,38209
2006,Male,75,16387
2006,Female,75,21822
2007,Both,75,38763
2007,Male,75,16729
2007,Female,75,22034
2008,Both,75,37643
2008,Male,75,16454
2008,Female,75,21189
2009,Both,75,38204
2009,Male,75,16747
2009,Female,75,21457
2010,Both,75,39459
2010,Male,75,17399
2010,Female,75,22060
2011,Both,75,39876
2011,Male,75,17632
2011,Female,75,22244
2012,Both,75,40055
2012,Male,75,17677
2012,Female,75,22378
2013,Both,75,40870
2013,Male,75,18461
2013,Female,75,22409
2014,Both,75,40966
2014,Male,75,18502
2014,Female,75,22464
2015,Both,75,40800
2015,Male,75,18333
2015,Female,75,22467
2016,Both,75,39132
2016,Male,75,17496
2016,Female,75,21636
2017,Both,75,41333
2017,Male,75,18661
2017,Female,75,22672
2018,Both,75,44032
2018,Male,75,20050
2018,Female,75,23982
1981,Both,76,32585
1981,Male,76,11868
1981,Female,76,20717
1982,Both,76,33011
1982,Male,76,12061
1982,Female,76,20950
1983,Both,76,32724
1983,Male,76,12259
1983,Female,76,20465
1984,Both,76,33935
1984,Male,76,12635
1984,Female,76,21300
1985,Both,76,34135
1985,Male,76,12779
1985,Female,76,21356
1986,Both,76,34009
1986,Male,76,12761
1986,Female,76,21248
1987,Both,76,33574
1987,Male,76,12679
1987,Female,76,20895
1988,Both,76,33505
1988,Male,76,12858
1988,Female,76,20647
1989,Both,76,34028
1989,Male,76,13102
1989,Female,76,20926
1990,Both,76,34023
1990,Male,76,12907
1990,Female,76,21116
1991,Both,76,33813
1991,Male,76,12944
1991,Female,76,20869
1992,Both,76,31392
1992,Male,76,11929
1992,Female,76,19463
1993,Both,76,28829
1993,Male,76,11157
1993,Female,76,17672
1994,Both,76,26816
1994,Male,76,10278
1994,Female,76,16538
1995,Both,76,27567
1995,Male,76,10532
1995,Female,76,17035
1996,Both,76,39026
1996,Male,76,15264
1996,Female,76,23762
1997,Both,76,37013
1997,Male,76,14636
1997,Female,76,22377
1998,Both,76,36068
1998,Male,76,14495
1998,Female,76,21573
1999,Both,76,33877
1999,Male,76,13526
1999,Female,76,20351
2000,Both,76,34850
2000,Male,76,14126
2000,Female,76,20724
2001,Both,76,34663
2001,Male,76,14176
2001,Female,76,20487
2002,Both,76,35667
2002,Male,76,14726
2002,Female,76,20941
2003,Both,76,34426
2003,Male,76,14307
2003,Female,76,20119
2004,Both,76,34154
2004,Male,76,14261
2004,Female,76,19893
2005,Both,76,35731
2005,Male,76,14994
2005,Female,76,20737
2006,Both,76,36231
2006,Male,76,15156
2006,Female,76,21075
2007,Both,76,36718
2007,Male,76,15627
2007,Female,76,21091
2008,Both,76,37234
2008,Male,76,15944
2008,Female,76,21290
2009,Both,76,36199
2009,Male,76,15714
2009,Female,76,20485
2010,Both,76,36823
2010,Male,76,16054
2010,Female,76,20769
2011,Both,76,38103
2011,Male,76,16697
2011,Female,76,21406
2012,Both,76,38525
2012,Male,76,16894
2012,Female,76,21631
2013,Both,76,38588
2013,Male,76,16900
2013,Female,76,21688
2014,Both,76,39522
2014,Male,76,17749
2014,Female,76,21773
2015,Both,76,39510
2015,Male,76,17682
2015,Female,76,21828
2016,Both,76,39436
2016,Male,76,17603
2016,Female,76,21833
2017,Both,76,37747
2017,Male,76,16759
2017,Female,76,20988
2018,Both,76,39818
2018,Male,76,17826
2018,Female,76,21992
1981,Both,77,29923
1981,Male,77,10509
1981,Female,77,19414
1982,Both,77,30254
1982,Male,77,10741
1982,Female,77,19513
1983,Both,77,30693
1983,Male,77,10931
1983,Female,77,19762
1984,Both,77,30471
1984,Male,77,11108
1984,Female,77,19363
1985,Both,77,31720
1985,Male,77,11524
1985,Female,77,20196
1986,Both,77,31794
1986,Male,77,11593
1986,Female,77,20201
1987,Both,77,31842
1987,Male,77,11664
1987,Female,77,20178
1988,Both,77,31535
1988,Male,77,11641
1988,Female,77,19894
1989,Both,77,31404
1989,Male,77,11824
1989,Female,77,19580
1990,Both,77,31847
1990,Male,77,11984
1990,Female,77,19863
1991,Both,77,31975
1991,Male,77,11874
1991,Female,77,20101
1992,Both,77,31812
1992,Male,77,11955
1992,Female,77,19857
1993,Both,77,29459
1993,Male,77,10969
1993,Female,77,18490
1994,Both,77,27095
1994,Male,77,10300
1994,Female,77,16795
1995,Both,77,25193
1995,Male,77,9452
1995,Female,77,15741
1996,Both,77,26017
1996,Male,77,9742
1996,Female,77,16275
1997,Both,77,36935
1997,Male,77,14167
1997,Female,77,22768
1998,Both,77,35012
1998,Male,77,13590
1998,Female,77,21422
1999,Both,77,34180
1999,Male,77,13510
1999,Female,77,20670
2000,Both,77,32028
2000,Male,77,12594
2000,Female,77,19434
2001,Both,77,33201
2001,Male,77,13250
2001,Female,77,19951
2002,Both,77,32858
2002,Male,77,13257
2002,Female,77,19601
2003,Both,77,33860
2003,Male,77,13774
2003,Female,77,20086
2004,Both,77,32807
2004,Male,77,13467
2004,Female,77,19340
2005,Both,77,32487
2005,Male,77,13404
2005,Female,77,19083
2006,Both,77,34008
2006,Male,77,14115
2006,Female,77,19893
2007,Both,77,34583
2007,Male,77,14288
2007,Female,77,20295
2008,Both,77,35205
2008,Male,77,14848
2008,Female,77,20357
2009,Both,77,35696
2009,Male,77,15168
2009,Female,77,20528
2010,Both,77,34723
2010,Male,77,14900
2010,Female,77,19823
2011,Both,77,35407
2011,Male,77,15340
2011,Female,77,20067
2012,Both,77,36532
2012,Male,77,15898
2012,Female,77,20634
2013,Both,77,36985
2013,Male,77,16114
2013,Female,77,20871
2014,Both,77,37191
2014,Male,77,16143
2014,Female,77,21048
2015,Both,77,37998
2015,Male,77,16944
2015,Female,77,21054
2016,Both,77,37987
2016,Male,77,16869
2016,Female,77,21118
2017,Both,77,37972
2017,Male,77,16871
2017,Female,77,21101
2018,Both,77,36270
2018,Male,77,15984
2018,Female,77,20286
1981,Both,78,26976
1981,Male,78,9246
1981,Female,78,17730
1982,Both,78,27607
1982,Male,78,9445
1982,Female,78,18162
1983,Both,78,27984
1983,Male,78,9659
1983,Female,78,18325
1984,Both,78,28498
1984,Male,78,9857
1984,Female,78,18641
1985,Both,78,28321
1985,Male,78,10037
1985,Female,78,18284
1986,Both,78,29334
1986,Male,78,10343
1986,Female,78,18991
1987,Both,78,29558
1987,Male,78,10483
1987,Female,78,19075
1988,Both,78,29713
1988,Male,78,10638
1988,Female,78,19075
1989,Both,78,29476
1989,Male,78,10641
1989,Female,78,18835
1990,Both,78,29168
1990,Male,78,10711
1990,Female,78,18457
1991,Both,78,29785
1991,Male,78,11002
1991,Female,78,18783
1992,Both,78,29892
1992,Male,78,10870
1992,Female,78,19022
1993,Both,78,29655
1993,Male,78,10890
1993,Female,78,18765
1994,Both,78,27555
1994,Male,78,10038
1994,Female,78,17517
1995,Both,78,25398
1995,Male,78,9464
1995,Female,78,15934
1996,Both,78,23570
1996,Male,78,8674
1996,Female,78,14896
1997,Both,78,24506
1997,Male,78,9032
1997,Female,78,15474
1998,Both,78,34746
1998,Male,78,13096
1998,Female,78,21650
1999,Both,78,32975
1999,Male,78,12603
1999,Female,78,20372
2000,Both,78,32121
2000,Male,78,12428
2000,Female,78,19693
2001,Both,78,30258
2001,Male,78,11694
2001,Female,78,18564
2002,Both,78,31354
2002,Male,78,12361
2002,Female,78,18993
2003,Both,78,31103
2003,Male,78,12378
2003,Female,78,18725
2004,Both,78,31982
2004,Male,78,12842
2004,Female,78,19140
2005,Both,78,31106
2005,Male,78,12619
2005,Female,78,18487
2006,Both,78,30778
2006,Male,78,12524
2006,Female,78,18254
2007,Both,78,32398
2007,Male,78,13301
2007,Female,78,19097
2008,Both,78,32814
2008,Male,78,13422
2008,Female,78,19392
2009,Both,78,33598
2009,Male,78,14044
2009,Female,78,19554
2010,Both,78,34157
2010,Male,78,14350
2010,Female,78,19807
2011,Both,78,33215
2011,Male,78,14169
2011,Female,78,19046
2012,Both,78,33870
2012,Male,78,14556
2012,Female,78,19314
2013,Both,78,34900
2013,Male,78,15043
2013,Female,78,19857
2014,Both,78,35469
2014,Male,78,15329
2014,Female,78,20140
2015,Both,78,35493
2015,Male,78,15270
2015,Female,78,20223
2016,Both,78,36463
2016,Male,78,16115
2016,Female,78,20348
2017,Both,78,36431
2017,Male,78,16072
2017,Female,78,20359
2018,Both,78,36307
2018,Male,78,16027
2018,Female,78,20280
1981,Both,79,24272
1981,Male,79,7975
1981,Female,79,16297
1982,Both,79,24737
1982,Male,79,8225
1982,Female,79,16512
1983,Both,79,25451
1983,Male,79,8461
1983,Female,79,16990
1984,Both,79,25762
1984,Male,79,8638
1984,Female,79,17124
1985,Both,79,26341
1985,Male,79,8831
1985,Female,79,17510
1986,Both,79,25985
1986,Male,79,8913
1986,Female,79,17072
1987,Both,79,27128
1987,Male,79,9266
1987,Female,79,17862
1988,Both,79,27399
1988,Male,79,9457
1988,Female,79,17942
1989,Both,79,27689
1989,Male,79,9694
1989,Female,79,17995
1990,Both,79,27272
1990,Male,79,9574
1990,Female,79,17698
1991,Both,79,27071
1991,Male,79,9724
1991,Female,79,17347
1992,Both,79,27678
1992,Male,79,9981
1992,Female,79,17697
1993,Both,79,27802
1993,Male,79,9848
1993,Female,79,17954
1994,Both,79,27514
1994,Male,79,9870
1994,Female,79,17644
1995,Both,79,25724
1995,Male,79,9197
1995,Female,79,16527
1996,Both,79,23604
1996,Male,79,8595
1996,Female,79,15009
1997,Both,79,21930
1997,Male,79,7869
1997,Female,79,14061
1998,Both,79,22960
1998,Male,79,8311
1998,Female,79,14649
1999,Both,79,32567
1999,Male,79,12046
1999,Female,79,20521
2000,Both,79,30907
2000,Male,79,11650
2000,Female,79,19257
2001,Both,79,30132
2001,Male,79,11453
2001,Female,79,18679
2002,Both,79,28433
2002,Male,79,10788
2002,Female,79,17645
2003,Both,79,29437
2003,Male,79,11454
2003,Female,79,17983
2004,Both,79,29236
2004,Male,79,11489
2004,Female,79,17747
2005,Both,79,30153
2005,Male,79,11896
2005,Female,79,18257
2006,Both,79,29391
2006,Male,79,11804
2006,Female,79,17587
2007,Both,79,29143
2007,Male,79,11714
2007,Female,79,17429
2008,Both,79,30652
2008,Male,79,12428
2008,Female,79,18224
2009,Both,79,31082
2009,Male,79,12570
2009,Female,79,18512
2010,Both,79,31938
2010,Male,79,13274
2010,Female,79,18664
2011,Both,79,32543
2011,Male,79,13550
2011,Female,79,18993
2012,Both,79,31617
2012,Male,79,13382
2012,Female,79,18235
2013,Both,79,32200
2013,Male,79,13712
2013,Female,79,18488
2014,Both,79,33266
2014,Male,79,14239
2014,Female,79,19027
2015,Both,79,33768
2015,Male,79,14474
2015,Female,79,19294
2016,Both,79,33828
2016,Male,79,14432
2016,Female,79,19396
2017,Both,79,34779
2017,Male,79,15248
2017,Female,79,19531
2018,Both,79,34675
2018,Male,79,15154
2018,Female,79,19521
1981,Both,80,21877
1981,Male,80,6783
1981,Female,80,15094
1982,Both,80,22020
1982,Male,80,7007
1982,Female,80,15013
1983,Both,80,22570
1983,Male,80,7242
