Year,Sex,Age,Estimate
1984,Female,11,35030
1985,Both,11,66543
1985,Male,11,34089
1985,Female,11,32454
1986,Both,11,64759
1986,Male,11,33010
1986,Female,11,31749
1987,Both,11,63516
1987,Male,11,32601
1987,Female,11,30915
1988,Both,11,58256
1988,Male,11,30016
1988,Female,11,28240
1989,Both,11,58990
1989,Male,11,30054
1989,Female,11,28936
1990,Both,11,63310
1990,Male,11,32674
1990,Female,11,30636
1991,Both,11,65349
1991,Male,11,33322
1991,Female,11,32027
1992,Both,11,66674
1992,Male,11,34217
1992,Female,11,32457
1993,Both,11,64445
1993,Male,11,32809
1993,Female,11,31636
1994,Both,11,63096
1994,Male,11,32168
1994,Female,11,30928
1995,Both,11,62358
1995,Male,11,31850
1995,Female,11,30508
1996,Both,11,64943
1996,Male,11,32967
1996,Female,11,31976
1997,Both,11,65583
1997,Male,11,33562
1997,Female,11,32021
1998,Both,11,65038
1998,Male,11,33256
1998,Female,11,31782
1999,Both,11,65647
1999,Male,11,33849
1999,Female,11,31798
2000,Both,11,63424
2000,Male,11,32568
2000,Female,11,30856
2001,Both,11,63693
2001,Male,11,32667
2001,Female,11,31026
2002,Both,11,65498
2002,Male,11,33494
2002,Female,11,32004
2003,Both,11,65351
2003,Male,11,33184
2003,Female,11,32167
2004,Both,11,62943
2004,Male,11,31998
2004,Female,11,30945
2005,Both,11,62037
2005,Male,11,31706
2005,Female,11,30331
2006,Both,11,60313
2006,Male,11,30996
2006,Female,11,29317
2007,Both,11,60097
2007,Male,11,30929
2007,Female,11,29168
2008,Both,11,60809
2008,Male,11,31244
2008,Female,11,29565
2009,Both,11,59146
2009,Male,11,30266
2009,Female,11,28880
2010,Both,11,58136
2010,Male,11,29831
2010,Female,11,28305
2011,Both,11,56125
2011,Male,11,28919
2011,Female,11,27206
2012,Both,11,54791
2012,Male,11,27816
2012,Female,11,26975
2013,Both,11,52692
2013,Male,11,26851
2013,Female,11,25841
2014,Both,11,53049
2014,Male,11,27035
2014,Female,11,26014
2015,Both,11,54864
2015,Male,11,28216
2015,Female,11,26648
2016,Both,11,56142
2016,Male,11,28885
2016,Female,11,27257
2017,Both,11,56840
2017,Male,11,28949
2017,Female,11,27891
2018,Both,11,58240
2018,Male,11,29788
2018,Female,11,28452
1981,Both,12,86712
1981,Male,12,44582
1981,Female,12,42130
1982,Both,12,83153
1982,Male,12,42438
1982,Female,12,40715
1983,Both,12,82323
1983,Male,12,42012
1983,Female,12,40311
1984,Both,12,77315
1984,Male,12,39307
1984,Female,12,38008
1985,Both,12,71744
1985,Male,12,36778
1985,Female,12,34966
1986,Both,12,66339
1986,Male,12,33949
1986,Female,12,32390
1987,Both,12,64520
1987,Male,12,32862
1987,Female,12,31658
1988,Both,12,63247
1988,Male,12,32422
1988,Female,12,30825
1989,Both,12,58372
1989,Male,12,30083
1989,Female,12,28289
1990,Both,12,59195
1990,Male,12,30169
1990,Female,12,29026
1991,Both,12,63329
1991,Male,12,32668
1991,Female,12,30661
1992,Both,12,65277
1992,Male,12,33237
1992,Female,12,32040
1993,Both,12,66663
1993,Male,12,34152
1993,Female,12,32511
1994,Both,12,64276
1994,Male,12,32675
1994,Female,12,31601
1995,Both,12,62929
1995,Male,12,32061
1995,Female,12,30868
1996,Both,12,62224
1996,Male,12,31757
1996,Female,12,30467
1997,Both,12,65017
1997,Male,12,33029
1997,Female,12,31988
1998,Both,12,65467
1998,Male,12,33479
1998,Female,12,31988
1999,Both,12,64952
1999,Male,12,33245
1999,Female,12,31707
2000,Both,12,65617
2000,Male,12,33850
2000,Female,12,31767
2001,Both,12,63393
2001,Male,12,32548
2001,Female,12,30845
2002,Both,12,63581
2002,Male,12,32569
2002,Female,12,31012
2003,Both,12,65312
2003,Male,12,33334
2003,Female,12,31978
2004,Both,12,65486
2004,Male,12,33244
2004,Female,12,32242
2005,Both,12,63046
2005,Male,12,32010
2005,Female,12,31036
2006,Both,12,62281
2006,Male,12,31779
2006,Female,12,30502
2007,Both,12,60673
2007,Male,12,31166
2007,Female,12,29507
2008,Both,12,60380
2008,Male,12,31122
2008,Female,12,29258
2009,Both,12,61043
2009,Male,12,31352
2009,Female,12,29691
2010,Both,12,59303
2010,Male,12,30343
2010,Female,12,28960
2011,Both,12,58327
2011,Male,12,29930
2011,Female,12,28397
2012,Both,12,56177
2012,Male,12,28938
2012,Female,12,27239
2013,Both,12,54885
2013,Male,12,27870
2013,Female,12,27015
2014,Both,12,52784
2014,Male,12,26903
2014,Female,12,25881
2015,Both,12,53191
2015,Male,12,27119
2015,Female,12,26072
2016,Both,12,55083
2016,Male,12,28344
2016,Female,12,26739
2017,Both,12,56357
2017,Male,12,29005
2017,Female,12,27352
2018,Both,12,57028
2018,Male,12,29050
2018,Female,12,27978
1981,Both,13,89021
1981,Male,13,45545
1981,Female,13,43476
1982,Both,13,86426
1982,Male,13,44348
1982,Female,13,42078
1983,Both,13,82872
1983,Male,13,42233
1983,Female,13,40639
1984,Both,13,82096
1984,Male,13,41866
1984,Female,13,40230
1985,Both,13,77109
1985,Male,13,39147
1985,Female,13,37962
1986,Both,13,71524
1986,Male,13,36681
1986,Female,13,34843
1987,Both,13,66182
1987,Male,13,33858
1987,Female,13,32324
1988,Both,13,64294
1988,Male,13,32715
1988,Female,13,31579
1989,Both,13,63270
1989,Male,13,32417
1989,Female,13,30853
1990,Both,13,58503
1990,Male,13,30150
1990,Female,13,28353
1991,Both,13,59253
1991,Male,13,30202
1991,Female,13,29051
1992,Both,13,63142
1992,Male,13,32502
1992,Female,13,30640
1993,Both,13,65237
1993,Male,13,33181
1993,Female,13,32056
1994,Both,13,66583
1994,Male,13,34132
1994,Female,13,32451
1995,Both,13,64017
1995,Male,13,32493
1995,Female,13,31524
1996,Both,13,62625
1996,Male,13,31869
1996,Female,13,30756
1997,Both,13,62127
1997,Male,13,31721
1997,Female,13,30406
1998,Both,13,65092
1998,Male,13,33065
1998,Female,13,32027
1999,Both,13,65409
1999,Male,13,33443
1999,Female,13,31966
2000,Both,13,64971
2000,Male,13,33269
2000,Female,13,31702
2001,Both,13,65581
2001,Male,13,33829
2001,Female,13,31752
2002,Both,13,63263
2002,Male,13,32412
2002,Female,13,30851
2003,Both,13,63497
2003,Male,13,32438
2003,Female,13,31059
2004,Both,13,65416
2004,Male,13,33280
2004,Female,13,32136
2005,Both,13,65211
2005,Male,13,33038
2005,Female,13,32173
2006,Both,13,62989
2006,Male,13,31988
2006,Female,13,31001
2007,Both,13,62449
2007,Male,13,31917
2007,Female,13,30532
2008,Both,13,61050
2008,Male,13,31382
2008,Female,13,29668
2009,Both,13,60753
2009,Male,13,31366
2009,Female,13,29387
2010,Both,13,61321
2010,Male,13,31532
2010,Female,13,29789
2011,Both,13,59523
2011,Male,13,30490
2011,Female,13,29033
2012,Both,13,58352
2012,Male,13,29948
2012,Female,13,28404
2013,Both,13,56245
2013,Male,13,28963
2013,Female,13,27282
2014,Both,13,55000
2014,Male,13,27936
2014,Female,13,27064
2015,Both,13,52935
2015,Male,13,26995
2015,Female,13,25940
2016,Both,13,53398
2016,Male,13,27231
2016,Female,13,26167
2017,Both,13,55243
2017,Male,13,28442
2017,Female,13,26801
2018,Both,13,56549
2018,Male,13,29105
2018,Female,13,27444
1981,Both,14,90698
1981,Male,14,46819
1981,Female,14,43879
1982,Both,14,88776
1982,Male,14,45380
1982,Female,14,43396
1983,Both,14,86161
1983,Male,14,44151
1983,Female,14,42010
1984,Both,14,82641
1984,Male,14,42053
1984,Female,14,40588
1985,Both,14,81871
1985,Male,14,41703
1985,Female,14,40168
1986,Both,14,76886
1986,Male,14,39011
1986,Female,14,37875
1987,Both,14,71278
1987,Male,14,36534
1987,Female,14,34744
1988,Both,14,65948
1988,Male,14,33738
1988,Female,14,32210
1989,Both,14,64324
1989,Male,14,32719
1989,Female,14,31605
1990,Both,14,63265
1990,Male,14,32373
1990,Female,14,30892
1991,Both,14,58518
1991,Male,14,30173
1991,Female,14,28345
1992,Both,14,58962
1992,Male,14,29960
1992,Female,14,29002
1993,Both,14,62996
1993,Male,14,32352
1993,Female,14,30644
1994,Both,14,65258
1994,Male,14,33176
1994,Female,14,32082
1995,Both,14,66400
1995,Male,14,33998
1995,Female,14,32402
1996,Both,14,63706
1996,Male,14,32312
1996,Female,14,31394
1997,Both,14,62341
1997,Male,14,31698
1997,Female,14,30643
1998,Both,14,62078
1998,Male,14,31676
1998,Female,14,30402
1999,Both,14,65216
1999,Male,14,33165
1999,Female,14,32051
2000,Both,14,65340
2000,Male,14,33413
2000,Female,14,31927
2001,Both,14,65007
2001,Male,14,33294
2001,Female,14,31713
2002,Both,14,65405
2002,Male,14,33635
2002,Female,14,31770
2003,Both,14,63099
2003,Male,14,32258
2003,Female,14,30841
2004,Both,14,63396
2004,Male,14,32379
2004,Female,14,31017
2005,Both,14,65011
2005,Male,14,33105
2005,Female,14,31906
2006,Both,14,65171
2006,Male,14,32934
2006,Female,14,32237
2007,Both,14,63235
2007,Male,14,32077
2007,Female,14,31158
2008,Both,14,62713
2008,Male,14,32074
2008,Female,14,30639
2009,Both,14,61301
2009,Male,14,31503
2009,Female,14,29798
2010,Both,14,61030
2010,Male,14,31555
2010,Female,14,29475
2011,Both,14,61618
2011,Male,14,31684
2011,Female,14,29934
2012,Both,14,59624
2012,Male,14,30551
2012,Female,14,29073
2013,Both,14,58402
2013,Male,14,29965
2013,Female,14,28437
2014,Both,14,56383
2014,Male,14,29012
2014,Female,14,27371
2015,Both,14,55192
2015,Male,14,28050
2015,Female,14,27142
2016,Both,14,53121
2016,Male,14,27083
2016,Female,14,26038
2017,Both,14,53600
2017,Male,14,27366
2017,Female,14,26234
2018,Both,14,55395
2018,Male,14,28508
2018,Female,14,26887
1981,Both,15,90123
1981,Male,15,46229
1981,Female,15,43894
1982,Both,15,90423
1982,Male,15,46606
1982,Female,15,43817
1983,Both,15,88452
1983,Male,15,45118
1983,Female,15,43334
1984,Both,15,85948
1984,Male,15,43982
1984,Female,15,41966
1985,Both,15,82412
1985,Male,15,41858
1985,Female,15,40554
1986,Both,15,81597
1986,Male,15,41506
1986,Female,15,40091
1987,Both,15,76667
1987,Male,15,38901
1987,Female,15,37766
1988,Both,15,71031
1988,Male,15,36370
1988,Female,15,34661
1989,Both,15,65953
1989,Male,15,33696
1989,Female,15,32257
1990,Both,15,64380
1990,Male,15,32735
1990,Female,15,31645
1991,Both,15,63225
1991,Male,15,32327
1991,Female,15,30898
1992,Both,15,58225
1992,Male,15,29897
1992,Female,15,28328
1993,Both,15,58744
1993,Male,15,29746
1993,Female,15,28998
1994,Both,15,62888
1994,Male,15,32250
1994,Female,15,30638
1995,Both,15,65191
1995,Male,15,33110
1995,Female,15,32081
1996,Both,15,66194
1996,Male,15,33876
1996,Female,15,32318
1997,Both,15,63366
1997,Male,15,32101
1997,Female,15,31265
1998,Both,15,62112
1998,Male,15,31551
1998,Female,15,30561
1999,Both,15,62016
1999,Male,15,31623
1999,Female,15,30393
2000,Both,15,65324
2000,Male,15,33199
2000,Female,15,32125
2001,Both,15,65377
2001,Male,15,33417
2001,Female,15,31960
2002,Both,15,64666
2002,Male,15,33041
2002,Female,15,31625
2003,Both,15,65196
2003,Male,15,33415
2003,Female,15,31781
2004,Both,15,63113
2004,Male,15,32212
2004,Female,15,30901
2005,Both,15,63015
2005,Male,15,32129
2005,Female,15,30886
2006,Both,15,64773
2006,Male,15,32962
2006,Female,15,31811
2007,Both,15,65401
2007,Male,15,33012
2007,Female,15,32389
2008,Both,15,63559
2008,Male,15,32178
2008,Female,15,31381
2009,Both,15,62998
2009,Male,15,32241
2009,Female,15,30757
2010,Both,15,61601
2010,Male,15,31679
2010,Female,15,29922
2011,Both,15,61351
2011,Male,15,31767
2011,Female,15,29584
2012,Both,15,61661
2012,Male,15,31679
2012,Female,15,29982
2013,Both,15,59707
2013,Male,15,30589
2013,Female,15,29118
2014,Both,15,58564
2014,Male,15,30042
2014,Female,15,28522
2015,Both,15,56590
2015,Male,15,29133
2015,Female,15,27457
2016,Both,15,55439
2016,Male,15,28196
2016,Female,15,27243
2017,Both,15,53288
2017,Male,15,27172
2017,Female,15,26116
2018,Both,15,53761
2018,Male,15,27445
2018,Female,15,26316
1981,Both,16,95046
1981,Male,16,48685
1981,Female,16,46361
1982,Both,16,89487
1982,Male,16,45715
1982,Female,16,43772
1983,Both,16,89861
1983,Male,16,46159
1983,Female,16,43702
1984,Both,16,88037
1984,Male,16,44744
1984,Female,16,43293
1985,Both,16,85483
1985,Male,16,43620
1985,Female,16,41863
1986,Both,16,82063
1986,Male,16,41584
1986,Female,16,40479
1987,Both,16,81368
1987,Male,16,41333
1987,Female,16,40035
1988,Both,16,76260
1988,Male,16,38654
1988,Female,16,37606
1989,Both,16,70858
1989,Male,16,36212
1989,Female,16,34646
1990,Both,16,65768
1990,Male,16,33515
1990,Female,16,32253
1991,Both,16,64105
1991,Male,16,32486
1991,Female,16,31619
1992,Both,16,62713
1992,Male,16,31944
1992,Female,16,30769
1993,Both,16,57878
1993,Male,16,29604
1993,Female,16,28274
1994,Both,16,58554
1994,Male,16,29555
1994,Female,16,28999
1995,Both,16,62668
1995,Male,16,32058
1995,Female,16,30610
1996,Both,16,64901
1996,Male,16,32901
1996,Female,16,32000
1997,Both,16,65825
1997,Male,16,33644
1997,Female,16,32181
1998,Both,16,62857
1998,Male,16,31753
1998,Female,16,31104
1999,Both,16,61670
1999,Male,16,31223
1999,Female,16,30447
2000,Both,16,61839
2000,Male,16,31446
2000,Female,16,30393
2001,Both,16,65393
2001,Male,16,33268
2001,Female,16,32125
2002,Both,16,65071
2002,Male,16,33199
2002,Female,16,31872
2003,Both,16,64255
2003,Male,16,32734
2003,Female,16,31521
2004,Both,16,65049
2004,Male,16,33267
2004,Female,16,31782
2005,Both,16,63127
2005,Male,16,32160
2005,Female,16,30967
2006,Both,16,63142
2006,Male,16,32196
2006,Female,16,30946
2007,Both,16,64928
2007,Male,16,33045
2007,Female,16,31883
2008,Both,16,65426
2008,Male,16,33012
2008,Female,16,32414
2009,Both,16,64082
2009,Male,16,32426
2009,Female,16,31656
2010,Both,16,63276
2010,Male,16,32430
2010,Female,16,30846
2011,Both,16,61972
2011,Male,16,31917
2011,Female,16,30055
2012,Both,16,61429
2012,Male,16,31797
2012,Female,16,29632
2013,Both,16,61761
2013,Male,16,31729
2013,Female,16,30032
2014,Both,16,59834
2014,Male,16,30679
2014,Female,16,29155
2015,Both,16,58760
2015,Male,16,30163
2015,Female,16,28597
2016,Both,16,56863
2016,Male,16,29300
2016,Female,16,27563
2017,Both,16,55594
2017,Male,16,28297
2017,Female,16,27297
2018,Both,16,53470
2018,Male,16,27290
2018,Female,16,26180
1981,Both,17,93304
1981,Male,17,47385
1981,Female,17,45919
1982,Both,17,94327
1982,Male,17,48201
1982,Female,17,46126
1983,Both,17,88696
1983,Male,17,45109
1983,Female,17,43587
1984,Both,17,89271
1984,Male,17,45717
1984,Female,17,43554
1985,Both,17,87416
1985,Male,17,44329
1985,Female,17,43087
1986,Both,17,84911
1986,Male,17,43239
1986,Female,17,41672
1987,Both,17,81509
1987,Male,17,41193
1987,Female,17,40316
1988,Both,17,80620
1988,Male,17,40827
1988,Female,17,39793
1989,Both,17,75722
1989,Male,17,38222
1989,Female,17,37500
1990,Both,17,70496
1990,Male,17,35965
1990,Female,17,34531
1991,Both,17,65341
1991,Male,17,33200
1991,Female,17,32141
1992,Both,17,63674
1992,Male,17,32164
1992,Female,17,31510
1993,Both,17,62281
1993,Male,17,31600
1993,Female,17,30681
1994,Both,17,57608
1994,Male,17,29331
1994,Female,17,28277
1995,Both,17,58143
1995,Male,17,29270
1995,Female,17,28873
1996,Both,17,62267
1996,Male,17,31740
1996,Female,17,30527
1997,Both,17,64507
1997,Male,17,32577
1997,Female,17,31930
1998,Both,17,65352
1998,Male,17,33307
1998,Female,17,32045
1999,Both,17,62316
1999,Male,17,31359
1999,Female,17,30957
2000,Both,17,61398
2000,Male,17,31020
2000,Female,17,30378
2001,Both,17,61838
2001,Male,17,31514
2001,Female,17,30324
2002,Both,17,64740
2002,Male,17,32866
2002,Female,17,31874
2003,Both,17,64537
2003,Male,17,32890
2003,Female,17,31647
2004,Both,17,63845
2004,Male,17,32434
2004,Female,17,31411
2005,Both,17,65061
2005,Male,17,33173
2005,Female,17,31888
2006,Both,17,63490
2006,Male,17,32349
2006,Female,17,31141
2007,Both,17,64498
2007,Male,17,32882
2007,Female,17,31616
2008,Both,17,65211
2008,Male,17,32934
2008,Female,17,32277
2009,Both,17,68428
2009,Male,17,34380
2009,Female,17,34048
2010,Both,17,64414
2010,Male,17,32607
2010,Female,17,31807
2011,Both,17,63983
2011,Male,17,32818
2011,Female,17,31165
2012,Both,17,62137
2012,Male,17,32017
2012,Female,17,30120
2013,Both,17,61583
2013,Male,17,31885
2013,Female,17,29698
2014,Both,17,61823
2014,Male,17,31736
2014,Female,17,30087
2015,Both,17,60074
2015,Male,17,30796
2015,Female,17,29278
2016,Both,17,58981
2016,Male,17,30279
2016,Female,17,28702
2017,Both,17,57019
2017,Male,17,29416
2017,Female,17,27603
2018,Both,17,55826
2018,Male,17,28431
2018,Female,17,27395
1981,Both,18,91049
1981,Male,18,46227
1981,Female,18,44822
1982,Both,18,92692
1982,Male,18,47000
1982,Female,18,45692
1983,Both,18,93389
1983,Male,18,47550
1983,Female,18,45839
1984,Both,18,87947
1984,Male,18,44629
1984,Female,18,43318
1985,Both,18,88367
1985,Male,18,45183
1985,Female,18,43184
1986,Both,18,86589
1986,Male,18,43777
1986,Female,18,42812
1987,Both,18,84281
1987,Male,18,42736
1987,Female,18,41545
1988,Both,18,80589
1988,Male,18,40604
1988,Female,18,39985
1989,Both,18,79867
1989,Male,18,40295
1989,Female,18,39572
1990,Both,18,75178
1990,Male,18,37910
1990,Female,18,37268
1991,Both,18,69651
1991,Male,18,35570
1991,Female,18,34081
1992,Both,18,64634
1992,Male,18,32837
1992,Female,18,31797
1993,Both,18,63121
1993,Male,18,31772
1993,Female,18,31349
1994,Both,18,62072
1994,Male,18,31405
1994,Female,18,30667
1995,Both,18,57388
1995,Male,18,29096
1995,Female,18,28292
1996,Both,18,57692
1996,Male,18,28930
1996,Female,18,28762
1997,Both,18,61746
1997,Male,18,31400
1997,Female,18,30346
1998,Both,18,63923
1998,Male,18,32304
1998,Female,18,31619
1999,Both,18,65073
1999,Male,18,33084
1999,Female,18,31989
2000,Both,18,62128
2000,Male,18,31210
2000,Female,18,30918
2001,Both,18,61130
2001,Male,18,30950
2001,Female,18,30180
2002,Both,18,61286
2002,Male,18,31088
2002,Female,18,30198
2003,Both,18,64080
2003,Male,18,32448
2003,Female,18,31632
2004,Both,18,64223
2004,Male,18,32611
2004,Female,18,31612
2005,Both,18,64151
2005,Male,18,32475
2005,Female,18,31676
2006,Both,18,65860
2006,Male,18,33489
2006,Female,18,32371
2007,Both,18,64802
2007,Male,18,32921
2007,Female,18,31881
2008,Both,18,65773
2008,Male,18,33433
2008,Female,18,32340
2009,Both,18,69004
2009,Male,18,34940
2009,Female,18,34064
2010,Both,18,70003
2010,Male,18,35067
2010,Female,18,34936
2011,Both,18,66503
2011,Male,18,33467
2011,Female,18,33036
2012,Both,18,64411
2012,Male,18,32994
2012,Female,18,31417
2013,Both,18,62712
2013,Male,18,32249
2013,Female,18,30463
2014,Both,18,62162
2014,Male,18,32115
2014,Female,18,30047
2015,Both,18,62576
2015,Male,18,32041
2015,Female,18,30535
2016,Both,18,60951
2016,Male,18,31162
2016,Female,18,29789
2017,Both,18,59765
2017,Male,18,30691
2017,Female,18,29074
2018,Both,18,57923
2018,Male,18,29913
2018,Female,18,28010
1981,Both,19,89792
1981,Male,19,45619
1981,Female,19,44173
1982,Both,19,90580
1982,Male,19,45953
1982,Female,19,44627
1983,Both,19,91830
1983,Male,19,46525
1983,Female,19,45305
1984,Both,19,92833
1984,Male,19,47210
1984,Female,19,45623
1985,Both,19,87105
1985,Male,19,44188
1985,Female,19,42917
1986,Both,19,87766
1986,Male,19,44893
1986,Female,19,42873
1987,Both,19,86073
1987,Male,19,43421
1987,Female,19,42652
1988,Both,19,83483
1988,Male,19,42313
1988,Female,19,41170
1989,Both,19,79997
1989,Male,19,40217
1989,Female,19,39780
1990,Both,19,80045
1990,Male,19,40285
1990,Female,19,39760
1991,Both,19,75125
1991,Male,19,37894
1991,Female,19,37231
1992,Both,19,71054
1992,Male,19,36129
1992,Female,19,34925
1993,Both,19,66497
1993,Male,19,33546
1993,Female,19,32951
1994,Both,19,65233
1994,Male,19,32578
1994,Female,19,32655
1995,Both,19,64449
1995,Male,19,32311
1995,Female,19,32138
1996,Both,19,59393
1996,Male,19,29860
1996,Female,19,29533
1997,Both,19,59790
1997,Male,19,29713
1997,Female,19,30077
1998,Both,19,64072
1998,Male,19,32327
1998,Female,19,31745
1999,Both,19,66600
1999,Male,19,33340
1999,Female,19,33260
2000,Both,19,67207
2000,Male,19,33888
2000,Female,19,33319
2001,Both,19,63867
2001,Male,19,31984
2001,Female,19,31883
2002,Both,19,62831
2002,Male,19,31519
2002,Female,19,31312
2003,Both,19,62854
2003,Male,19,31632
2003,Female,19,31222
2004,Both,19,66320
2004,Male,19,33103
2004,Female,19,33217
2005,Both,19,67434
2005,Male,19,33818
2005,Female,19,33616
2006,Both,19,67781
2006,Male,19,33922
2006,Female,19,33859
2007,Both,19,69642
2007,Male,19,35123
2007,Female,19,34519
2008,Both,19,69158
2008,Male,19,34780
2008,Female,19,34378
2009,Both,19,67809
2009,Male,19,34193
2009,Female,19,33616
2010,Both,19,72532
2010,Male,19,36421
2010,Female,19,36111
2011,Both,19,73022
2011,Male,19,36402
2011,Female,19,36620
2012,Both,19,69298
2012,Male,19,34575
2012,Female,19,34723
2013,Both,19,67736
2013,Male,19,34226
2013,Female,19,33510
2014,Both,19,65888
2014,Male,19,33488
2014,Female,19,32400
2015,Both,19,65983
2015,Male,19,33634
2015,Female,19,32349
2016,Both,19,66426
2016,Male,19,33677
2016,Female,19,32749
2017,Both,19,64374
2017,Male,19,32698
2017,Female,19,31676
2018,Both,19,63584
2018,Male,19,32326
2018,Female,19,31258
1981,Both,20,88089
1981,Male,20,44538
1981,Female,20,43551
1982,Both,20,89395
1982,Male,20,45553
1982,Female,20,43842
1983,Both,20,90201
1983,Male,20,45782
1983,Female,20,44419
1984,Both,20,91716
1984,Male,20,46472
1984,Female,20,45244
1985,Both,20,92372
1985,Male,20,46975
1985,Female,20,45397
1986,Both,20,86913
1986,Male,20,44078
1986,Female,20,42835
1987,Both,20,87485
1987,Male,20,44738
1987,Female,20,42747
1988,Both,20,85540
1988,Male,20,43125
1988,Female,20,42415
1989,Both,20,82961
1989,Male,20,42004
1989,Female,20,40957
1990,Both,20,80330
1990,Male,20,40299
1990,Female,20,40031
1991,Both,20,80353
1991,Male,20,40461
1991,Female,20,39892
1992,Both,20,75835
1992,Male,20,38134
1992,Female,20,37701
1993,Both,20,71807
1993,Male,20,36328
1993,Female,20,35479
1994,Both,20,67647
1994,Male,20,33973
1994,Female,20,33674
1995,Both,20,66178
1995,Male,20,32835
1995,Female,20,33343
1996,Both,20,64991
1996,Male,20,32449
1996,Female,20,32542
1997,Both,20,59910
1997,Male,20,29963
1997,Female,20,29947
1998,Both,20,60520
1998,Male,20,29928
1998,Female,20,30592
1999,Both,20,64927
1999,Male,20,32620
1999,Female,20,32307
2000,Both,20,67675
2000,Male,20,33788
2000,Female,20,33887
2001,Both,20,68326
2001,Male,20,34395
2001,Female,20,33931
2002,Both,20,65212
2002,Male,20,32387
2002,Female,20,32825
