"exclude_if_any","description_icd9"
"338.07","Neurologic hereditary, degenerative, and other disorders"
"338.08","Neurologic hereditary, degenerative, and other disorders"
"338.09","Neurologic hereditary, degenerative, and other disorders"
"338.1","Neurologic hereditary, degenerative, and other disorders"
"338.10","Neurologic hereditary, degenerative, and other disorders"
"338.11","Neurologic hereditary, degenerative, and other disorders"
"338.12","Neurologic hereditary, degenerative, and other disorders"
"338.13","Neurologic hereditary, degenerative, and other disorders"
"338.14","Neurologic hereditary, degenerative, and other disorders"
"338.15","Neurologic hereditary, degenerative, and other disorders"
"338.16","Neurologic hereditary, degenerative, and other disorders"
"338.17","Neurologic hereditary, degenerative, and other disorders"
"338.18","Neurologic hereditary, degenerative, and other disorders"
"338.19","Neurologic hereditary, degenerative, and other disorders"
"338.2","Neurologic hereditary, degenerative, and other disorders"
"338.20","Neurologic hereditary, degenerative, and other disorders"
"338.21","Neurologic hereditary, degenerative, and other disorders"
"338.22","Neurologic hereditary, degenerative, and other disorders"
"338.23","Neurologic hereditary, degenerative, and other disorders"
"338.24","Neurologic hereditary, degenerative, and other disorders"
"338.25","Neurologic hereditary, degenerative, and other disorders"
"338.26","Neurologic hereditary, degenerative, and other disorders"
"338.27","Neurologic hereditary, degenerative, and other disorders"
"338.28","Neurologic hereditary, degenerative, and other disorders"
"338.29","Neurologic hereditary, degenerative, and other disorders"
"338.3","Neurologic hereditary, degenerative, and other disorders"
"338.30","Neurologic hereditary, degenerative, and other disorders"
"338.31","Neurologic hereditary, degenerative, and other disorders"
"338.32","Neurologic hereditary, degenerative, and other disorders"
"338.33","Neurologic hereditary, degenerative, and other disorders"
"338.34","Neurologic hereditary, degenerative, and other disorders"
"338.35","Neurologic hereditary, degenerative, and other disorders"
"338.36","Neurologic hereditary, degenerative, and other disorders"
"338.37","Neurologic hereditary, degenerative, and other disorders"
"338.38","Neurologic hereditary, degenerative, and other disorders"
"338.39","Neurologic hereditary, degenerative, and other disorders"
"338.4","Neurologic hereditary, degenerative, and other disorders"
"338.40","Neurologic hereditary, degenerative, and other disorders"
"338.41","Neurologic hereditary, degenerative, and other disorders"
"338.42","Neurologic hereditary, degenerative, and other disorders"
"338.43","Neurologic hereditary, degenerative, and other disorders"
"338.44","Neurologic hereditary, degenerative, and other disorders"
"338.45","Neurologic hereditary, degenerative, and other disorders"
"338.46","Neurologic hereditary, degenerative, and other disorders"
"338.47","Neurologic hereditary, degenerative, and other disorders"
"338.48","Neurologic hereditary, degenerative, and other disorders"
"338.49","Neurologic hereditary, degenerative, and other disorders"
"338.5","Neurologic hereditary, degenerative, and other disorders"
"338.50","Neurologic hereditary, degenerative, and other disorders"
"338.51","Neurologic hereditary, degenerative, and other disorders"
"338.52","Neurologic hereditary, degenerative, and other disorders"
"338.53","Neurologic hereditary, degenerative, and other disorders"
"338.54","Neurologic hereditary, degenerative, and other disorders"
"338.55","Neurologic hereditary, degenerative, and other disorders"
"338.56","Neurologic hereditary, degenerative, and other disorders"
"338.57","Neurologic hereditary, degenerative, and other disorders"
"338.58","Neurologic hereditary, degenerative, and other disorders"
"338.59","Neurologic hereditary, degenerative, and other disorders"
"338.6","Neurologic hereditary, degenerative, and other disorders"
"338.60","Neurologic hereditary, degenerative, and other disorders"
"338.61","Neurologic hereditary, degenerative, and other disorders"
"338.62","Neurologic hereditary, degenerative, and other disorders"
"338.63","Neurologic hereditary, degenerative, and other disorders"
"338.64","Neurologic hereditary, degenerative, and other disorders"
"338.65","Neurologic hereditary, degenerative, and other disorders"
"338.66","Neurologic hereditary, degenerative, and other disorders"
"338.67","Neurologic hereditary, degenerative, and other disorders"
"338.68","Neurologic hereditary, degenerative, and other disorders"
"338.69","Neurologic hereditary, degenerative, and other disorders"
"338.7","Neurologic hereditary, degenerative, and other disorders"
"338.70","Neurologic hereditary, degenerative, and other disorders"
"338.71","Neurologic hereditary, degenerative, and other disorders"
"338.72","Neurologic hereditary, degenerative, and other disorders"
"338.73","Neurologic hereditary, degenerative, and other disorders"
"338.74","Neurologic hereditary, degenerative, and other disorders"
"338.75","Neurologic hereditary, degenerative, and other disorders"
"338.76","Neurologic hereditary, degenerative, and other disorders"
"338.77","Neurologic hereditary, degenerative, and other disorders"
"338.78","Neurologic hereditary, degenerative, and other disorders"
"338.79","Neurologic hereditary, degenerative, and other disorders"
"338.8","Neurologic hereditary, degenerative, and other disorders"
"338.80","Neurologic hereditary, degenerative, and other disorders"
"338.81","Neurologic hereditary, degenerative, and other disorders"
"338.82","Neurologic hereditary, degenerative, and other disorders"
"338.83","Neurologic hereditary, degenerative, and other disorders"
"338.84","Neurologic hereditary, degenerative, and other disorders"
"338.85","Neurologic hereditary, degenerative, and other disorders"
"338.86","Neurologic hereditary, degenerative, and other disorders"
"338.87","Neurologic hereditary, degenerative, and other disorders"
"338.88","Neurologic hereditary, degenerative, and other disorders"
"338.89","Neurologic hereditary, degenerative, and other disorders"
"338.9","Neurologic hereditary, degenerative, and other disorders"
"338.90","Neurologic hereditary, degenerative, and other disorders"
"338.91","Neurologic hereditary, degenerative, and other disorders"
"338.92","Neurologic hereditary, degenerative, and other disorders"
"338.93","Neurologic hereditary, degenerative, and other disorders"
"338.94","Neurologic hereditary, degenerative, and other disorders"
"338.95","Neurologic hereditary, degenerative, and other disorders"
"338.96","Neurologic hereditary, degenerative, and other disorders"
"338.97","Neurologic hereditary, degenerative, and other disorders"
"338.98","Neurologic hereditary, degenerative, and other disorders"
"338.99","Neurologic hereditary, degenerative, and other disorders"
"339","Neurologic hereditary, degenerative, and other disorders"
"339.0","Neurologic hereditary, degenerative, and other disorders"
"339.00","Neurologic hereditary, degenerative, and other disorders"
"339.01","Neurologic hereditary, degenerative, and other disorders"
"339.02","Neurologic hereditary, degenerative, and other disorders"
"339.03","Neurologic hereditary, degenerative, and other disorders"
"339.04","Neurologic hereditary, degenerative, and other disorders"
"339.05","Neurologic hereditary, degenerative, and other disorders"
"339.06","Neurologic hereditary, degenerative, and other disorders"
"339.07","Neurologic hereditary, degenerative, and other disorders"
"339.08","Neurologic hereditary, degenerative, and other disorders"
"339.09","Neurologic hereditary, degenerative, and other disorders"
"339.1","Neurologic hereditary, degenerative, and other disorders"
"339.10","Neurologic hereditary, degenerative, and other disorders"
"339.11","Neurologic hereditary, degenerative, and other disorders"
"339.12","Neurologic hereditary, degenerative, and other disorders"
"339.13","Neurologic hereditary, degenerative, and other disorders"
"339.14","Neurologic hereditary, degenerative, and other disorders"
"339.15","Neurologic hereditary, degenerative, and other disorders"
"339.16","Neurologic hereditary, degenerative, and other disorders"
"339.17","Neurologic hereditary, degenerative, and other disorders"
"339.18","Neurologic hereditary, degenerative, and other disorders"
"339.19","Neurologic hereditary, degenerative, and other disorders"
"339.2","Neurologic hereditary, degenerative, and other disorders"
"339.20","Neurologic hereditary, degenerative, and other disorders"
"339.21","Neurologic hereditary, degenerative, and other disorders"
"339.22","Neurologic hereditary, degenerative, and other disorders"
"339.23","Neurologic hereditary, degenerative, and other disorders"
"339.24","Neurologic hereditary, degenerative, and other disorders"
"339.25","Neurologic hereditary, degenerative, and other disorders"
"339.26","Neurologic hereditary, degenerative, and other disorders"
"339.27","Neurologic hereditary, degenerative, and other disorders"
"339.28","Neurologic hereditary, degenerative, and other disorders"
"339.29","Neurologic hereditary, degenerative, and other disorders"
"339.3","Neurologic hereditary, degenerative, and other disorders"
"339.30","Neurologic hereditary, degenerative, and other disorders"
"339.31","Neurologic hereditary, degenerative, and other disorders"
"339.32","Neurologic hereditary, degenerative, and other disorders"
"339.33","Neurologic hereditary, degenerative, and other disorders"
"339.34","Neurologic hereditary, degenerative, and other disorders"
"339.35","Neurologic hereditary, degenerative, and other disorders"
"339.36","Neurologic hereditary, degenerative, and other disorders"
"339.37","Neurologic hereditary, degenerative, and other disorders"
"339.38","Neurologic hereditary, degenerative, and other disorders"
"339.39","Neurologic hereditary, degenerative, and other disorders"
"339.4","Neurologic hereditary, degenerative, and other disorders"
"339.40","Neurologic hereditary, degenerative, and other disorders"
"339.41","Neurologic hereditary, degenerative, and other disorders"
"339.42","Neurologic hereditary, degenerative, and other disorders"
"339.43","Neurologic hereditary, degenerative, and other disorders"
"339.44","Neurologic hereditary, degenerative, and other disorders"
"339.45","Neurologic hereditary, degenerative, and other disorders"
"339.46","Neurologic hereditary, degenerative, and other disorders"
"339.47","Neurologic hereditary, degenerative, and other disorders"
"339.48","Neurologic hereditary, degenerative, and other disorders"
"339.49","Neurologic hereditary, degenerative, and other disorders"
"339.5","Neurologic hereditary, degenerative, and other disorders"
"339.50","Neurologic hereditary, degenerative, and other disorders"
"339.51","Neurologic hereditary, degenerative, and other disorders"
"339.52","Neurologic hereditary, degenerative, and other disorders"
"339.53","Neurologic hereditary, degenerative, and other disorders"
"339.54","Neurologic hereditary, degenerative, and other disorders"
"339.55","Neurologic hereditary, degenerative, and other disorders"
"339.56","Neurologic hereditary, degenerative, and other disorders"
"339.57","Neurologic hereditary, degenerative, and other disorders"
"339.58","Neurologic hereditary, degenerative, and other disorders"
"339.59","Neurologic hereditary, degenerative, and other disorders"
"339.6","Neurologic hereditary, degenerative, and other disorders"
"339.60","Neurologic hereditary, degenerative, and other disorders"
"339.61","Neurologic hereditary, degenerative, and other disorders"
"339.62","Neurologic hereditary, degenerative, and other disorders"
"339.63","Neurologic hereditary, degenerative, and other disorders"
"339.64","Neurologic hereditary, degenerative, and other disorders"
"339.65","Neurologic hereditary, degenerative, and other disorders"
"339.66","Neurologic hereditary, degenerative, and other disorders"
"339.67","Neurologic hereditary, degenerative, and other disorders"
"339.68","Neurologic hereditary, degenerative, and other disorders"
"339.69","Neurologic hereditary, degenerative, and other disorders"
"339.7","Neurologic hereditary, degenerative, and other disorders"
"339.70","Neurologic hereditary, degenerative, and other disorders"
"339.71","Neurologic hereditary, degenerative, and other disorders"
"339.72","Neurologic hereditary, degenerative, and other disorders"
"339.73","Neurologic hereditary, degenerative, and other disorders"
"339.74","Neurologic hereditary, degenerative, and other disorders"
"339.75","Neurologic hereditary, degenerative, and other disorders"
"339.76","Neurologic hereditary, degenerative, and other disorders"
"339.77","Neurologic hereditary, degenerative, and other disorders"
"339.78","Neurologic hereditary, degenerative, and other disorders"
"339.79","Neurologic hereditary, degenerative, and other disorders"
"339.8","Neurologic hereditary, degenerative, and other disorders"
"339.80","Neurologic hereditary, degenerative, and other disorders"
"339.81","Neurologic hereditary, degenerative, and other disorders"
"339.82","Neurologic hereditary, degenerative, and other disorders"
"339.83","Neurologic hereditary, degenerative, and other disorders"
"339.84","Neurologic hereditary, degenerative, and other disorders"
"339.85","Neurologic hereditary, degenerative, and other disorders"
"339.86","Neurologic hereditary, degenerative, and other disorders"
"339.87","Neurologic hereditary, degenerative, and other disorders"
"339.88","Neurologic hereditary, degenerative, and other disorders"
"339.89","Neurologic hereditary, degenerative, and other disorders"
"339.9","Neurologic hereditary, degenerative, and other disorders"
"339.90","Neurologic hereditary, degenerative, and other disorders"
"339.91","Neurologic hereditary, degenerative, and other disorders"
"339.92","Neurologic hereditary, degenerative, and other disorders"
"339.93","Neurologic hereditary, degenerative, and other disorders"
"339.94","Neurologic hereditary, degenerative, and other disorders"
"339.95","Neurologic hereditary, degenerative, and other disorders"
"339.96","Neurologic hereditary, degenerative, and other disorders"
"339.97","Neurologic hereditary, degenerative, and other disorders"
"339.98","Neurologic hereditary, degenerative, and other disorders"
"339.99","Neurologic hereditary, degenerative, and other disorders"
"340","Neurologic hereditary, degenerative, and other disorders"
"340.0","Neurologic hereditary, degenerative, and other disorders"
"340.00","Neurologic hereditary, degenerative, and other disorders"
"340.01","Neurologic hereditary, degenerative, and other disorders"
"340.02","Neurologic hereditary, degenerative, and other disorders"
"340.03","Neurologic hereditary, degenerative, and other disorders"
"340.04","Neurologic hereditary, degenerative, and other disorders"
"340.05","Neurologic hereditary, degenerative, and other disorders"
"340.06","Neurologic hereditary, degenerative, and other disorders"
"340.07","Neurologic hereditary, degenerative, and other disorders"
"340.08","Neurologic hereditary, degenerative, and other disorders"
"340.09","Neurologic hereditary, degenerative, and other disorders"
"340.1","Neurologic hereditary, degenerative, and other disorders"
"340.10","Neurologic hereditary, degenerative, and other disorders"
"340.11","Neurologic hereditary, degenerative, and other disorders"
"340.12","Neurologic hereditary, degenerative, and other disorders"
"340.13","Neurologic hereditary, degenerative, and other disorders"
"340.14","Neurologic hereditary, degenerative, and other disorders"
"340.15","Neurologic hereditary, degenerative, and other disorders"
"340.16","Neurologic hereditary, degenerative, and other disorders"
"340.17","Neurologic hereditary, degenerative, and other disorders"
"340.18","Neurologic hereditary, degenerative, and other disorders"
"340.19","Neurologic hereditary, degenerative, and other disorders"
"340.2","Neurologic hereditary, degenerative, and other disorders"
"340.20","Neurologic hereditary, degenerative, and other disorders"
"340.21","Neurologic hereditary, degenerative, and other disorders"
"340.22","Neurologic hereditary, degenerative, and other disorders"
"340.23","Neurologic hereditary, degenerative, and other disorders"
"340.24","Neurologic hereditary, degenerative, and other disorders"
"340.25","Neurologic hereditary, degenerative, and other disorders"
"340.26","Neurologic hereditary, degenerative, and other disorders"
"340.27","Neurologic hereditary, degenerative, and other disorders"
"340.28","Neurologic hereditary, degenerative, and other disorders"
"340.29","Neurologic hereditary, degenerative, and other disorders"
"340.3","Neurologic hereditary, degenerative, and other disorders"
"340.30","Neurologic hereditary, degenerative, and other disorders"
"340.31","Neurologic hereditary, degenerative, and other disorders"
"340.32","Neurologic hereditary, degenerative, and other disorders"
"340.33","Neurologic hereditary, degenerative, and other disorders"
"340.34","Neurologic hereditary, degenerative, and other disorders"
"340.35","Neurologic hereditary, degenerative, and other disorders"
"340.36","Neurologic hereditary, degenerative, and other disorders"
"340.37","Neurologic hereditary, degenerative, and other disorders"
"340.38","Neurologic hereditary, degenerative, and other disorders"
"340.39","Neurologic hereditary, degenerative, and other disorders"
"340.4","Neurologic hereditary, degenerative, and other disorders"
"340.40","Neurologic hereditary, degenerative, and other disorders"
"340.41","Neurologic hereditary, degenerative, and other disorders"
"340.42","Neurologic hereditary, degenerative, and other disorders"
"340.43","Neurologic hereditary, degenerative, and other disorders"
"340.44","Neurologic hereditary, degenerative, and other disorders"
"340.45","Neurologic hereditary, degenerative, and other disorders"
"340.46","Neurologic hereditary, degenerative, and other disorders"
"340.47","Neurologic hereditary, degenerative, and other disorders"
"340.48","Neurologic hereditary, degenerative, and other disorders"
"340.49","Neurologic hereditary, degenerative, and other disorders"
"340.5","Neurologic hereditary, degenerative, and other disorders"
"340.50","Neurologic hereditary, degenerative, and other disorders"
"340.51","Neurologic hereditary, degenerative, and other disorders"
"340.52","Neurologic hereditary, degenerative, and other disorders"
"340.53","Neurologic hereditary, degenerative, and other disorders"
"340.54","Neurologic hereditary, degenerative, and other disorders"
"340.55","Neurologic hereditary, degenerative, and other disorders"
"340.56","Neurologic hereditary, degenerative, and other disorders"
"340.57","Neurologic hereditary, degenerative, and other disorders"
"340.58","Neurologic hereditary, degenerative, and other disorders"
"340.59","Neurologic hereditary, degenerative, and other disorders"
"340.6","Neurologic hereditary, degenerative, and other disorders"
"340.60","Neurologic hereditary, degenerative, and other disorders"
"340.61","Neurologic hereditary, degenerative, and other disorders"
"340.62","Neurologic hereditary, degenerative, and other disorders"
"340.63","Neurologic hereditary, degenerative, and other disorders"
"340.64","Neurologic hereditary, degenerative, and other disorders"
"340.65","Neurologic hereditary, degenerative, and other disorders"
"340.66","Neurologic hereditary, degenerative, and other disorders"
"340.67","Neurologic hereditary, degenerative, and other disorders"
"340.68","Neurologic hereditary, degenerative, and other disorders"
"340.69","Neurologic hereditary, degenerative, and other disorders"
"340.7","Neurologic hereditary, degenerative, and other disorders"
"340.70","Neurologic hereditary, degenerative, and other disorders"
"340.71","Neurologic hereditary, degenerative, and other disorders"
"340.72","Neurologic hereditary, degenerative, and other disorders"
"340.73","Neurologic hereditary, degenerative, and other disorders"
"340.74","Neurologic hereditary, degenerative, and other disorders"
"340.75","Neurologic hereditary, degenerative, and other disorders"
"340.76","Neurologic hereditary, degenerative, and other disorders"
"340.77","Neurologic hereditary, degenerative, and other disorders"
"340.78","Neurologic hereditary, degenerative, and other disorders"
"340.79","Neurologic hereditary, degenerative, and other disorders"
"340.8","Neurologic hereditary, degenerative, and other disorders"
"340.80","Neurologic hereditary, degenerative, and other disorders"
"340.81","Neurologic hereditary, degenerative, and other disorders"
"340.82","Neurologic hereditary, degenerative, and other disorders"
"340.83","Neurologic hereditary, degenerative, and other disorders"
"340.84","Neurologic hereditary, degenerative, and other disorders"
"340.85","Neurologic hereditary, degenerative, and other disorders"
"340.86","Neurologic hereditary, degenerative, and other disorders"
"340.87","Neurologic hereditary, degenerative, and other disorders"
"340.88","Neurologic hereditary, degenerative, and other disorders"
"340.89","Neurologic hereditary, degenerative, and other disorders"
"340.9","Neurologic hereditary, degenerative, and other disorders"
"340.90","Neurologic hereditary, degenerative, and other disorders"
"340.91","Neurologic hereditary, degenerative, and other disorders"
"340.92","Neurologic hereditary, degenerative, and other disorders"
"340.93","Neurologic hereditary, degenerative, and other disorders"
"340.94","Neurologic hereditary, degenerative, and other disorders"
"340.95","Neurologic hereditary, degenerative, and other disorders"
"340.96","Neurologic hereditary, degenerative, and other disorders"
"340.97","Neurologic hereditary, degenerative, and other disorders"
"340.98","Neurologic hereditary, degenerative, and other disorders"
"340.99","Neurologic hereditary, degenerative, and other disorders"
"341","Neurologic hereditary, degenerative, and other disorders"
"341.0","Neurologic hereditary, degenerative, and other disorders"
"341.00","Neurologic hereditary, degenerative, and other disorders"
"341.01","Neurologic hereditary, degenerative, and other disorders"
"341.02","Neurologic hereditary, degenerative, and other disorders"
"341.03","Neurologic hereditary, degenerative, and other disorders"
"341.04","Neurologic hereditary, degenerative, and other disorders"
"341.05","Neurologic hereditary, degenerative, and other disorders"
"341.06","Neurologic hereditary, degenerative, and other disorders"
"341.07","Neurologic hereditary, degenerative, and other disorders"
"341.08","Neurologic hereditary, degenerative, and other disorders"
"341.09","Neurologic hereditary, degenerative, and other disorders"
"341.1","Neurologic hereditary, degenerative, and other disorders"
"341.10","Neurologic hereditary, degenerative, and other disorders"
"341.11","Neurologic hereditary, degenerative, and other disorders"
"341.12","Neurologic hereditary, degenerative, and other disorders"
"341.13","Neurologic hereditary, degenerative, and other disorders"
"341.14","Neurologic hereditary, degenerative, and other disorders"
"341.15","Neurologic hereditary, degenerative, and other disorders"
"341.16","Neurologic hereditary, degenerative, and other disorders"
"341.17","Neurologic hereditary, degenerative, and other disorders"
"341.18","Neurologic hereditary, degenerative, and other disorders"
"341.19","Neurologic hereditary, degenerative, and other disorders"
"341.2","Neurologic hereditary, degenerative, and other disorders"
"341.20","Neurologic hereditary, degenerative, and other disorders"
"341.21","Neurologic hereditary, degenerative, and other disorders"
"341.22","Neurologic hereditary, degenerative, and other disorders"
"341.23","Neurologic hereditary, degenerative, and other disorders"
"341.24","Neurologic hereditary, degenerative, and other disorders"
"341.25","Neurologic hereditary, degenerative, and other disorders"
"341.26","Neurologic hereditary, degenerative, and other disorders"
"341.27","Neurologic hereditary, degenerative, and other disorders"
"341.28","Neurologic hereditary, degenerative, and other disorders"
"341.29","Neurologic hereditary, degenerative, and other disorders"
"341.3","Neurologic hereditary, degenerative, and other disorders"
"341.30","Neurologic hereditary, degenerative, and other disorders"
"341.31","Neurologic hereditary, degenerative, and other disorders"
"341.32","Neurologic hereditary, degenerative, and other disorders"
"341.33","Neurologic hereditary, degenerative, and other disorders"
"341.34","Neurologic hereditary, degenerative, and other disorders"
"341.35","Neurologic hereditary, degenerative, and other disorders"
"341.36","Neurologic hereditary, degenerative, and other disorders"
"341.37","Neurologic hereditary, degenerative, and other disorders"
"341.38","Neurologic hereditary, degenerative, and other disorders"
"341.39","Neurologic hereditary, degenerative, and other disorders"
"341.4","Neurologic hereditary, degenerative, and other disorders"
"341.40","Neurologic hereditary, degenerative, and other disorders"
"341.41","Neurologic hereditary, degenerative, and other disorders"
"341.42","Neurologic hereditary, degenerative, and other disorders"
"341.43","Neurologic hereditary, degenerative, and other disorders"
"341.44","Neurologic hereditary, degenerative, and other disorders"
"341.45","Neurologic hereditary, degenerative, and other disorders"
"341.46","Neurologic hereditary, degenerative, and other disorders"
"341.47","Neurologic hereditary, degenerative, and other disorders"
"341.48","Neurologic hereditary, degenerative, and other disorders"
"341.49","Neurologic hereditary, degenerative, and other disorders"
"341.5","Neurologic hereditary, degenerative, and other disorders"
"341.50","Neurologic hereditary, degenerative, and other disorders"
"341.51","Neurologic hereditary, degenerative, and other disorders"
"341.52","Neurologic hereditary, degenerative, and other disorders"
"341.53","Neurologic hereditary, degenerative, and other disorders"
"341.54","Neurologic hereditary, degenerative, and other disorders"
"341.55","Neurologic hereditary, degenerative, and other disorders"
"341.56","Neurologic hereditary, degenerative, and other disorders"
"341.57","Neurologic hereditary, degenerative, and other disorders"
"341.58","Neurologic hereditary, degenerative, and other disorders"
"341.59","Neurologic hereditary, degenerative, and other disorders"
"341.6","Neurologic hereditary, degenerative, and other disorders"
"341.60","Neurologic hereditary, degenerative, and other disorders"
"341.61","Neurologic hereditary, degenerative, and other disorders"
"341.62","Neurologic hereditary, degenerative, and other disorders"
"341.63","Neurologic hereditary, degenerative, and other disorders"
"341.64","Neurologic hereditary, degenerative, and other disorders"
"341.65","Neurologic hereditary, degenerative, and other disorders"
"341.66","Neurologic hereditary, degenerative, and other disorders"
"341.67","Neurologic hereditary, degenerative, and other disorders"
"341.68","Neurologic hereditary, degenerative, and other disorders"
"341.69","Neurologic hereditary, degenerative, and other disorders"
"341.7","Neurologic hereditary, degenerative, and other disorders"
"341.70","Neurologic hereditary, degenerative, and other disorders"
"341.71","Neurologic hereditary, degenerative, and other disorders"
"341.72","Neurologic hereditary, degenerative, and other disorders"
"341.73","Neurologic hereditary, degenerative, and other disorders"
"341.74","Neurologic hereditary, degenerative, and other disorders"
"341.75","Neurologic hereditary, degenerative, and other disorders"
"341.76","Neurologic hereditary, degenerative, and other disorders"
"341.77","Neurologic hereditary, degenerative, and other disorders"
"341.78","Neurologic hereditary, degenerative, and other disorders"
"341.79","Neurologic hereditary, degenerative, and other disorders"
"341.8","Neurologic hereditary, degenerative, and other disorders"
"341.80","Neurologic hereditary, degenerative, and other disorders"
"341.81","Neurologic hereditary, degenerative, and other disorders"
"341.82","Neurologic hereditary, degenerative, and other disorders"
"341.83","Neurologic hereditary, degenerative, and other disorders"
"341.84","Neurologic hereditary, degenerative, and other disorders"
"341.85","Neurologic hereditary, degenerative, and other disorders"
"341.86","Neurologic hereditary, degenerative, and other disorders"
"341.87","Neurologic hereditary, degenerative, and other disorders"
"341.88","Neurologic hereditary, degenerative, and other disorders"
"341.89","Neurologic hereditary, degenerative, and other disorders"
"341.9","Neurologic hereditary, degenerative, and other disorders"
"341.90","Neurologic hereditary, degenerative, and other disorders"
"341.91","Neurologic hereditary, degenerative, and other disorders"
"341.92","Neurologic hereditary, degenerative, and other disorders"
"341.93","Neurologic hereditary, degenerative, and other disorders"
"341.94","Neurologic hereditary, degenerative, and other disorders"
"341.95","Neurologic hereditary, degenerative, and other disorders"
"341.96","Neurologic hereditary, degenerative, and other disorders"
"341.97","Neurologic hereditary, degenerative, and other disorders"
"341.98","Neurologic hereditary, degenerative, and other disorders"
"341.99","Neurologic hereditary, degenerative, and other disorders"
"342","Neurologic hereditary, degenerative, and other disorders"
"342.0","Neurologic hereditary, degenerative, and other disorders"
"342.00","Neurologic hereditary, degenerative, and other disorders"
"342.01","Neurologic hereditary, degenerative, and other disorders"
"342.02","Neurologic hereditary, degenerative, and other disorders"
"342.03","Neurologic hereditary, degenerative, and other disorders"
"342.04","Neurologic hereditary, degenerative, and other disorders"
"342.05","Neurologic hereditary, degenerative, and other disorders"
"342.06","Neurologic hereditary, degenerative, and other disorders"
"342.07","Neurologic hereditary, degenerative, and other disorders"
"342.08","Neurologic hereditary, degenerative, and other disorders"
"342.09","Neurologic hereditary, degenerative, and other disorders"
"342.1","Neurologic hereditary, degenerative, and other disorders"
"342.10","Neurologic hereditary, degenerative, and other disorders"
"342.11","Neurologic hereditary, degenerative, and other disorders"
"342.12","Neurologic hereditary, degenerative, and other disorders"
"342.13","Neurologic hereditary, degenerative, and other disorders"
"342.14","Neurologic hereditary, degenerative, and other disorders"
"342.15","Neurologic hereditary, degenerative, and other disorders"
"342.16","Neurologic hereditary, degenerative, and other disorders"
"342.17","Neurologic hereditary, degenerative, and other disorders"
"342.18","Neurologic hereditary, degenerative, and other disorders"
"342.19","Neurologic hereditary, degenerative, and other disorders"
"342.2","Neurologic hereditary, degenerative, and other disorders"
"342.20","Neurologic hereditary, degenerative, and other disorders"
"342.21","Neurologic hereditary, degenerative, and other disorders"
"342.22","Neurologic hereditary, degenerative, and other disorders"
"342.23","Neurologic hereditary, degenerative, and other disorders"
"342.24","Neurologic hereditary, degenerative, and other disorders"
"342.25","Neurologic hereditary, degenerative, and other disorders"
"342.26","Neurologic hereditary, degenerative, and other disorders"
"342.27","Neurologic hereditary, degenerative, and other disorders"
"342.28","Neurologic hereditary, degenerative, and other disorders"
"342.29","Neurologic hereditary, degenerative, and other disorders"
"342.3","Neurologic hereditary, degenerative, and other disorders"
"342.30","Neurologic hereditary, degenerative, and other disorders"
"342.31","Neurologic hereditary, degenerative, and other disorders"
"342.32","Neurologic hereditary, degenerative, and other disorders"
"342.33","Neurologic hereditary, degenerative, and other disorders"
"342.34","Neurologic hereditary, degenerative, and other disorders"
"342.35","Neurologic hereditary, degenerative, and other disorders"
"342.36","Neurologic hereditary, degenerative, and other disorders"
"342.37","Neurologic hereditary, degenerative, and other disorders"
"342.38","Neurologic hereditary, degenerative, and other disorders"
"342.39","Neurologic hereditary, degenerative, and other disorders"
"342.4","Neurologic hereditary, degenerative, and other disorders"
"342.40","Neurologic hereditary, degenerative, and other disorders"
"342.41","Neurologic hereditary, degenerative, and other disorders"
"342.42","Neurologic hereditary, degenerative, and other disorders"
"342.43","Neurologic hereditary, degenerative, and other disorders"
"342.44","Neurologic hereditary, degenerative, and other disorders"
"342.45","Neurologic hereditary, degenerative, and other disorders"
"342.46","Neurologic hereditary, degenerative, and other disorders"
"342.47","Neurologic hereditary, degenerative, and other disorders"
"342.48","Neurologic hereditary, degenerative, and other disorders"
"342.49","Neurologic hereditary, degenerative, and other disorders"
"342.5","Neurologic hereditary, degenerative, and other disorders"
"342.50","Neurologic hereditary, degenerative, and other disorders"
"342.51","Neurologic hereditary, degenerative, and other disorders"
"342.52","Neurologic hereditary, degenerative, and other disorders"
"342.53","Neurologic hereditary, degenerative, and other disorders"
"342.54","Neurologic hereditary, degenerative, and other disorders"
"342.55","Neurologic hereditary, degenerative, and other disorders"
"342.56","Neurologic hereditary, degenerative, and other disorders"
"342.57","Neurologic hereditary, degenerative, and other disorders"
"342.58","Neurologic hereditary, degenerative, and other disorders"
"342.59","Neurologic hereditary, degenerative, and other disorders"
"342.6","Neurologic hereditary, degenerative, and other disorders"
"342.60","Neurologic hereditary, degenerative, and other disorders"
"342.61","Neurologic hereditary, degenerative, and other disorders"
"342.62","Neurologic hereditary, degenerative, and other disorders"
"342.63","Neurologic hereditary, degenerative, and other disorders"
"342.64","Neurologic hereditary, degenerative, and other disorders"
"342.65","Neurologic hereditary, degenerative, and other disorders"
"342.66","Neurologic hereditary, degenerative, and other disorders"
"342.67","Neurologic hereditary, degenerative, and other disorders"
"342.68","Neurologic hereditary, degenerative, and other disorders"
"342.69","Neurologic hereditary, degenerative, and other disorders"
"342.7","Neurologic hereditary, degenerative, and other disorders"
"342.70","Neurologic hereditary, degenerative, and other disorders"
"342.71","Neurologic hereditary, degenerative, and other disorders"
"342.72","Neurologic hereditary, degenerative, and other disorders"
"342.73","Neurologic hereditary, degenerative, and other disorders"
